UnitID	sales	inventory	strata
1961	309065.9088	470387.6253	5
1962	407132.359	172260.0927	5
1963	51088.35101	396319.1198	2
1964	424577.6027	499548.2119	5
1965	504041.8548	81126.04218	6
1966	566300.5252	314519.4983	6
1967	262069.4815	302763.258	4
1968	478106.0315	167506.2638	5
1969	895230.4807	59983.36854	6
1970	238286.3263	235646.1371	4
1971	654505.3519	77886.18733	6
1972	170321.4725	218155.4715	4
1973	563620.1076	8870.209835	6
1974	399338.9359	277195.1599	5
1975	573078.262	220413.5169	6
1976	225493.6559	172933.7158	4
1977	168258.7792	188385.778	4
1978	689682.3697	189687.7136	6
1979	341351.9015	94305.58324	5
1980	221497.1999	255475.7038	4
1981	661116.9602	136324.6346	6
1982	650271.7642	163663.2472	6
1983	82545.93209	24988.49185	2
1984	269674.2273	90520.5299	4
1985	392117.0743	211691.714	5
1986	387283.5992	208455.2885	5
1987	441630.7184	167741.1877	5
1988	26460.8188	122472.8015	1
1989	118148.1429	72334.72417	3
1990	720271.2852	251345.0225	6
1991	298824.6695	206310.4757	4
1992	831421.7009	122709.7006	6
1993	462379.5666	102729.2989	5
1994	385861.5228	285769.7202	5
1995	580111.8882	151632.8675	6
1996	144906.0041	104156.6788	3
1997	204075.8292	282629.4612	4
1998	189156.3326	21358.44486	4
1999	842586.199	78133.61515	6
2000	660128.9564	159734.2973	6
2001	538343.1768	112683.5206	6
2002	367166.4927	234021.0766	5
2003	465715.1256	78457.02452	5
2004	156212.8654	267713.5962	4
2005	48191.70324	232381.1253	1
2006	206201.624	212477.6541	4
2007	232485.8789	133743.3862	4
2008	203203.8634	150211.6644	4
2009	58661.58152	117807.2798	2
2010	439775.699	142818.4026	5
2011	198384.1287	124967.3649	4
2012	62711.40166	33483.74925	2
2013	432238.3165	125204.5971	5
2014	527641.6623	121962.7658	6
2015	524205.1114	119639.0419	6
2016	650600.7634	170793.5024	6
2017	468062.3891	174224.1508	5
2018	784263.1213	121944.2086	6
2019	481745.1359	136203.5529	5
2020	568782.3635	218104.2264	6
2021	109991.0684	120136.7088	3
2022	452109.0171	128182.3818	5
2023	620820.9786	216679.7669	6
2024	450438.7108	269053.3363	5
2025	425771.8453	147284.5781	5
2026	299449.2526	242758.3088	4
2027	197699.6692	63845.40521	4
2028	448871.0564	246038.0115	5
2029	372106.8885	141977.9093	5
2030	423883.6332	74014.02867	5
2031	554317.8175	166591.6465	6
2032	148014.8011	210358.0858	3
2033	723541.9798	196999.4652	6
2034	783131.8146	181619.3169	6
2035	591266.1168	257411.9094	6
2036	346335.0913	146317.1297	5
2037	453431.6859	280601.5939	5
2038	576671.7739	233177.7967	6
2039	124025.4151	300617.2447	3
2040	73335.84355	145589.1798	2
2041	77996.06609	68073.85283	2
2042	3513.865747	226073.0661	1
2043	4964.487573	283785.8099	1
2044	206855.7078	301658.7471	4
2045	61686.17428	131790.2354	2
2046	81165.94906	227783.3904	2
2047	26492.42348	111438.1815	1
2048	9491.030025	129103.7969	1
2049	48086.75227	101000.928	1
2050	105063.7074	230908.9718	3
2051	108110.9172	218977.5444	3
2052	73455.94604	276976.4107	2
2053	14526.54586	10981.21784	1
2054	139297.3626	392855.107	3
2055	123622.4649	241650.232	3
2056	159357.3154	371075.6361	4
2057	43974.74566	332840.2852	1
2058	105028.2108	315247.324	3
2059	107824.1407	303386.2919	3
2060	12349.47972	100576.8117	1
2061	84192.98683	175269.6353	2
2062	66491.70451	215642.0784	2
2063	102007.5539	146985.2337	3
2064	133370.5008	160440.6961	3
2065	82970.29961	256037.1231	2
2066	166948.2647	220572.0573	4
2067	38261.43139	169907.7117	1
2068	30702.09811	244443.2577	1
2069	97616.34701	258495.8607	2
2070	94632.55604	216248.1977	2
2071	112928.8144	232889.0391	3
2072	25126.36906	18110.9552	1
2073	19393.90755	56017.72163	1
2074	97593.88953	251718.0476	2
2075	44132.64001	154620.4666	1
2076	63159.49301	273149.7511	2
2077	6763.093988	189002.8973	1
2078	138722.2741	145732.8783	3
2079	92277.63471	194055.0435	2
2080	64835.61756	172023.097	2
2081	98135.96434	246865.5687	2
2082	26788.8572	68717.97481	1
2083	101849.4809	103997.2572	3
2084	132098.4456	334878.837	3
2085	161814.5827	254689.5425	4
2086	160434.0394	299537.544	4
2087	24234.64859	98890.81884	1
2088	96359.38354	144529.0673	2
2089	103434.5284	133958.7778	3
2090	10875.11465	85065.71759	1
2091	114504.7598	205769.9012	3
2092	35720.4614	236954.7092	1
2093	8816.10269	51993.84946	1
2094	27617.14833	143627.8631	1
2095	111348.3307	402845.7327	3
2096	842.9068215	194922.4802	1
2097	158134.5528	203987.7419	4
2098	107743.4381	178022.5624	3
2099	55746.47397	247327.2468	2
2100	192122.2694	287691.9717	4
2101	92144.16258	118141.1425	2
2102	149574.3701	282527.118	3
2103	127680.048	100385.9944	3
2104	60869.44377	225971.7731	2
2105	20199.48415	180812.634	1
2106	77806.58049	237121.1434	2
2107	77571.10862	250930.2187	2
2108	38378.86399	136132.9925	1
2109	114135.0112	105377.3969	3
2110	51977.26372	46629.74443	2
2111	57216.56583	154579.0952	2
2112	129740.2253	294041.7007	3
2113	41084.93006	207951.0247	1
2114	124963.0203	88855.88192	3
2115	127354.0046	231941.3139	3
2116	94407.53406	326161.5216	2
2117	77049.57917	123912.692	2
2118	80104.21438	21138.31707	2
2119	70651.16993	221321.8368	2
2120	24132.13778	195469.0198	1
2121	207428.644	306454.9952	4
2122	81455.68757	182670.8042	2
2123	128663.0035	240787.6811	3
2124	9198.502774	81421.36142	1
2125	10257.1915	102852.5894	1
2126	186100.0901	310773.175	4
2127	56166.88763	196443.353	2
2128	8821.356716	51204.03183	1
2129	65799.97055	339181.6157	2
2130	31049.60303	69137.06785	1
2131	88671.87086	35188.23925	2
2132	84418.19901	308726.8164	2
2133	22536.75469	266210.4821	1
2134	159041.9835	179711.9472	4
2135	110434.8606	185070.5962	3
2136	74033.62521	37382.58668	2
2137	157378.2058	267506.9816	4
2138	28967.05363	144014.1311	1
2139	28432.77026	52800.60859	1
2140	136668.2775	275621.3241	3
2141	192883.6561	366037.8667	4
2142	95471.60435	143581.1763	2
2143	157628.8722	318530.5586	4
2144	55958.01043	148433.0311	2
2145	134515.1561	320888.788	3
2146	95944.57142	237399.2692	2
2147	77566.96684	72974.14975	2
2148	63102.84676	128673.8197	2
2149	185175.6534	293321.5427	4
2150	119178.9503	207427.3608	3
2151	142666.6754	213685.5509	3
2152	81020.02722	158533.8123	2
2153	6618.16891	133460.9131	1
2154	87443.65326	160168.0694	2
2155	77084.88557	155178.2345	2
2156	106413.3754	210061.5748	3
2157	113431.5911	295551.6306	3
2158	22518.43064	116078.4717	1
2159	172188.5348	437599.3173	4
2160	141507.2296	331585.5819	3
2161	116890.9238	121542.0639	3
2162	70839.10903	219655.6827	2
2163	155484.9493	378795.8213	4
2164	112455.1571	283165.2401	3
2165	27816.71673	83026.15897	1
2166	66204.81723	153150.5207	2
2167	105872.6173	69232.26676	3
2168	163266.7031	315268.4762	4
2169	77637.88019	176153.2445	2
2170	104977.4683	178087.3694	3
2171	141247.6533	235880.3854	3
2172	33507.5741	292219.8152	1
2173	48042.70017	203113.9607	1
2174	28315.93011	155198.2239	1
2175	82541.88111	95888.19046	2
2176	22083.65233	215104.4091	1
2177	196574.7181	250539.4081	4
2178	45454.5919	223519.457	1
2179	34597.8813	110891.556	1
2180	48181.53626	149157.4483	1
2181	41795.79287	38212.18824	1
2182	124686.3752	72430.54112	3
2183	102815.981	228174.5135	3
2184	41227.41155	164809.8948	1
2185	106729.8366	291516.8922	3
2186	90768.23045	307287.0988	2
2187	104496.5224	83180.52459	3
2188	42915.42455	242581.3638	1
2189	34453.38209	172603.4561	1
2190	114449.6408	226541.1782	3
2191	4327.790476	111621.7706	1
2192	81646.26213	306014.2873	2
2193	106555.8197	181462.0759	3
2194	141579.2111	330569.4919	3
2195	7494.69328	184223.2549	1
2196	54442.7829	126070.3308	2
2197	10278.53699	61224.69834	1
2198	71877.64624	212356.93	2
2199	88598.87027	196980.8809	2
2200	87557.25502	173777.189	2
2201	21102.02624	6805.146754	1
2202	130664.6719	176297.5539	3
2203	36267.05583	93306.4361	1
2204	167118.3443	270877.5036	4
2205	66585.27004	250602.8344	2
2206	95296.96007	123185.4056	2
2207	70676.57287	166356.5798	2
2208	110877.5888	191612.46	3
2209	71164.9183	202453.8496	2
2210	52502.00049	298717.0354	2
2211	102329.2083	190734.9744	3
2212	73954.22313	238255.1296	2
2213	72742.23855	71163.87562	2
2214	7420.722713	145952.3255	1
2215	69357.65773	154726.4245	2
2216	122453.9152	287555.6241	3
2217	74786.14985	215012.013	2
2218	13488.61541	208756.4859	1
2219	53668.84186	158945.3076	2
2220	188264.7221	361781.4305	4
2221	134181.4955	264485.515	3
2222	156376.822	275298.0709	4
2223	111369.7331	301595.1393	3
2224	69696.40194	212882.0614	2
2225	40018.81417	326359.367	1
2226	67893.91837	215500.2349	2
2227	89842.35093	52258.39504	2
2228	107289.9425	259774.3683	3
2229	65168.31851	130992.0433	2
2230	7813.567034	238200.464	1
2231	33552.3859	106063.2605	1
2232	106497.0868	180058.2381	3
2233	16171.52308	227343.4579	1
2234	68005.89823	172401.4214	2
2235	127574.2618	241096.2734	3
2236	152680.5463	168076.6795	4
2237	114082.8906	181445.1343	3
2238	28686.55324	162821.7048	1
2239	105888.0274	179389.9434	3
2240	122645.3815	114840.6503	3
2241	265627.6399	252729.342	4
2242	404900.5357	483630.1401	5
2243	191207.525	333337.967	4
2244	71683.01637	225330.2814	2
2245	141230.7555	299023.5876	3
2246	205307.3897	227598.3701	4
2247	215919.2408	252369.783	4
2248	62967.43627	356469.0123	2
2249	70445.70407	389195.1428	2
2250	321582.1128	288844.4286	5
2251	71329.16783	478838.9639	2
2252	309107.4704	351343.9007	5
2253	44879.35395	300145.1518	1
2254	166903.3591	324661.4094	4
2255	182323.1695	390764.5397	4
2256	102562.5751	248195.0307	3
2257	166951.4348	302044.1568	4
2258	140077.3949	94367.96791	3
2259	186798.6949	226817.3973	4
2260	306431.6912	397957.0882	5
2261	319076.6561	353230.445	5
2262	198049.0452	478261.2878	4
2263	218294.6985	442843.8402	4
2264	217186.4617	368943.306	4
2265	331200.6178	162378.9626	5
2266	240819.7208	271880.1201	4
2267	94605.78812	340652.1944	2
2268	46550.14971	259562.9614	1
2269	332497.2357	303789.785	5
2270	64552.11179	202268.3595	2
2271	113914.6666	180676.6912	3
2272	47681.77576	485222.8447	1
2273	161131.0119	198959.3526	4
2274	102236.6527	257320.384	3
2275	177364.6523	373013.236	4
2276	213019.3893	302907.8943	4
2277	111335.4804	229658.1059	3
2278	175958.308	334048.0442	4
2279	200334.3635	342272.7121	4
2280	166248.2741	230853.0855	4
2281	298429.4986	375770.8245	4
2282	196301.5646	173882.2332	4
2283	120984.0218	319281.5601	3
2284	44732.42073	328516.0467	1
2285	217123.8097	284204.0273	4
2286	11285.13026	109996.0809	1
2287	226371.2613	537264.3144	4
2288	152248.9057	426047.539	4
2289	144255.7001	304670.4006	3
2290	343343.3692	498445.5075	5
2291	239069.9706	357298.2611	4
2292	39542.1873	422151.5107	1
2293	172123.3115	251504.7177	4
2294	165963.6218	422323.3791	4
2295	147496.188	406687.7374	3
2296	200682.3165	357068.167	4
2297	150181.1572	407545.5208	4
2298	126849.8945	371829.2414	3
2299	92964.85947	241680.7762	2
2300	76611.94187	167923.0201	2
2301	56605.04376	236029.0743	2
2302	110699.9115	244925.6324	3
2303	250013.4077	211285.3683	4
2304	58463.95735	518492.0409	2
2305	202679.4886	305811.3455	4
2306	69303.52631	211745.0009	2
2307	270730.3504	163122.4588	4
2308	294627.3398	127076.9422	4
2309	174394.3795	370745.701	4
2310	99970.54025	77659.63996	2
2311	85808.416	280684.8429	2
2312	115329.8213	312889.4976	3
2313	25808.80669	188354.5828	1
2314	293824.1163	478114.0803	4
2315	135510.8655	291156.3764	3
2316	151586.0042	256438.2431	4
2317	124648.6628	120874.553	3
2318	109600.9949	216099.0638	3
2319	69617.1788	332434.8493	2
2320	180346.6807	307027.6424	4
2321	163474.3968	195985.0996	4
2322	120846.204	226793.808	3
2323	147334.9223	315290.5588	3
2324	194819.3217	280350.245	4
2325	165774.7777	220695.9031	4
2326	109329.364	263217.3006	3
2327	284672.1139	282598.6518	4
2328	204644.8613	354662.4636	4
2329	218203.9732	208458.5481	4
2330	98802.09659	115152.7196	2
2331	174236.4616	327208.3179	4
2332	174355.4117	289841.6523	4
2333	116190.5858	275810.3519	3
2334	113558.9845	217937.1711	3
2335	137086.3737	344432.8223	3
2336	132878.4882	339224.348	3
2337	148158.1652	272477.9396	3
2338	94645.93681	223508.2689	2
2339	256946.9829	163912.2334	4
2340	320270.3868	191789.4617	5
2341	92624.40392	303314.1371	2
2342	219586.9169	230811.855	4
2343	102095.629	231367.8065	3
2344	139385.5706	230332.345	3
2345	178987.8906	271031.7353	4
2346	39169.93464	270223.0558	1
2347	166352.3544	286105.6442	4
2348	298518.1703	158041.2977	4
2349	43787.97228	187164.0418	1
2350	52324.12367	65159.36976	2
2351	32050.58039	199330.357	1
2352	92322.47896	130886.8236	2
2353	191411.2629	315463.4455	4
2354	132626.4104	292870.4093	3
2355	68365.78146	322859.9309	2
2356	84570.63401	212859.6949	2
2357	249554.8322	257825.7166	4
2358	291103.87	305343.4885	4
2359	16840.63117	178917.9248	1
2360	65612.68087	141117.8994	2
2361	178708.747	230988.6333	4
2362	216235.7621	168312.7195	4
2363	119395.1249	180855.1443	3
2364	148873.6616	234367.2126	3
2365	103302.436	324028.6085	3
2366	256406.0019	218661.3906	4
2367	45255.91665	200171.8156	1
2368	194496.4409	236440.7994	4
2369	194358.2492	219908.3051	4
2370	92136.46694	282738.6	2
2371	148405.6247	131342.7091	3
2372	140273.6218	289314.8426	3
2373	187574.5471	347698.6885	4
2374	236731.1097	240211.5201	4
2375	83034.09631	155142.2166	2
2376	46825.53461	137469.8504	1
2377	72385.08884	130530.9793	2
2378	157173.2138	111528.1866	4
2379	143511.8266	100125.8774	3
2380	32731.62106	132093.1402	1
2381	97639.72336	139883.2534	2
2382	90607.57348	116798.8348	2
2383	67773.27339	128435.0496	2
2384	72442.38228	110707.7243	2
2385	95834.38624	108148.8485	2
2386	122521.474	110513.3016	3
2387	78630.41586	115739.5614	2
2388	80055.12091	105874.0484	2
2389	53236.46706	167930.4246	2
2390	66834.75301	155031.0087	2
2391	108796.0242	149117.2819	3
2392	103569.2066	134774.4188	3
2393	83199.79805	129444.5393	2
2394	41960.93149	149463.4163	1
2395	26544.08718	116833.1154	1
2396	81944.57466	118794.7535	2
2397	91793.86579	145556.3191	2
2398	113248.3122	115759.9067	3
2399	91587.16659	119445.6159	2
2400	125258.932	97844.45855	3
2401	132973.4922	112805.0521	3
2402	163169.1985	99687.83958	4
2403	105737.7245	160965.6492	3
2404	63545.42551	155550.4091	2
2405	135328.712	130124.2548	3
2406	77524.8449	100948.1414	2
2407	80142.87638	149392.4063	2
2408	91520.35211	117512.5936	2
2409	112345.054	136711.1231	3
2410	98288.28678	128154.728	2
2411	104409.2315	112250.8936	3
2412	125308.9708	141911.7255	3
2413	14445.28566	151116.353	1
2414	70575.15241	137778.503	2
2415	114815.3548	125065.9881	3
2416	104998.9882	131490.0891	3
2417	82220.30103	136047.1385	2
2418	75276.9557	120068.4348	2
2419	72938.7699	138302.6886	2
2420	79462.47542	141972.3032	2
2421	66567.00581	146579.724	2
2422	80827.97527	114440.5058	2
2423	56208.75917	129814.8411	2
2424	91486.19457	132321.1666	2
2425	75785.2972	138356.2472	2
2426	93973.1996	108310.545	2
2427	86986.45144	102558.5305	2
2428	68784.73836	142427.909	2
2429	110174.0641	118827.4556	3
2430	112552.1046	117262.5317	3
2431	46702.72283	130917.6368	1
2432	70014.64867	133811.8581	2
2433	97436.94265	145155.7576	2
2434	61445.88545	140623.6087	2
2435	100445.8333	113996.7177	3
2436	32693.81862	111367.9261	1
2437	53361.09156	149690.0987	2
2438	57667.91378	142018.385	2
2439	111091.7111	128377.8789	3
2440	116936.9778	116875.6507	3
2441	39787.72912	154327.5436	1
2442	42526.60383	117747.2862	1
2443	142014.2167	156017.8599	3
2444	132156.8725	137339.8359	3
2445	87771.00125	122062.7815	2
2446	81410.44631	164212.8292	2
2447	59335.86407	115225.4832	2
2448	136261.6768	112075.6512	3
2449	116777.8042	118807.3369	3
2450	162137.0954	113386.3914	4
2451	162762.5535	105860.5723	4
2452	97171.47327	125404.2895	2
2453	97658.49428	152383.1507	2
2454	69867.02084	144483.1429	2
2455	55536.62468	120406.0589	2
2456	62842.14144	142903.058	2
2457	142032.4786	150695.9133	3
2458	51783.92126	120636.5859	2
2459	112802.0751	128090.8451	3
2460	103765.5012	131346.2595	3
2461	24987.88574	139490.4529	1
2462	132293.4732	138477.3561	3
2463	59022.14093	131932.5021	2
2464	85127.27088	111140.7906	2
2465	146202.1356	100501.1786	3
2466	74152.76186	117651.6645	2
2467	46520.31772	127854.9447	1
2468	66686.76633	95294.36969	2
2469	88353.11851	135301.096	2
2470	107751.7187	118323.6783	3
2471	82543.95991	142801.7059	2
2472	68628.16067	121573.2667	2
2473	52584.26558	117107.328	2
2474	154047.7717	118246.6628	4
2475	82822.47077	131594.3303	2
2476	82919.72426	114577.0648	2
2477	81718.46434	159834.1834	2
2478	110885.9363	130215.7206	3
2479	90332.55396	110679.4462	2
2480	108185.59	105548.085	3
2481	128258.3893	137726.369	3
2482	87877.9776	125929.808	2
2483	45856.44674	133058.4778	1
2484	88649.86215	120730.9753	2
2485	78788.16342	120574.6311	2
2486	61257.95922	140007.6865	2
2487	110276.2598	126340.3856	3
2488	81396.49685	130326.4858	2
2489	80175.53006	133296.5449	2
2490	127059.9224	115510.5069	3
2491	52867.52387	152730.9333	2
2492	75871.30118	136245.4903	2
2493	80629.55296	119668.7573	2
2494	69192.03869	109326.9408	2
2495	70291.95057	100819.4171	2
2496	91390.81782	129455.7132	2
2497	59026.58717	114733.3096	2
2498	106967.5451	145998.6827	3
2499	55487.96596	129931.2945	2
2500	19640.50427	124864.5214	1
2501	85165.1719	138208.9056	2
2502	63647.82909	132725.7359	2
2503	72631.53867	123289.6247	2
2504	78361.16628	117881.6584	2
2505	43059.15668	157191.1448	1
2506	108345.4175	112600.6381	3
2507	88302.09172	127915.4274	2
2508	84660.29812	157230.185	2
2509	68203.13375	154475.0093	2
2510	84758.56978	94186.52759	2
2511	62844.78274	154064.4211	2
2512	89023.52324	116960.518	2
2513	46265.48817	133311.4153	1
2514	47521.55828	152945.8219	1
2515	91218.32882	95097.64011	2
2516	89257.47806	111622.6899	2
2517	74248.24805	123715.5185	2
2518	36086.35176	125536.6772	1
2519	110905.9	124889.619	3
2520	57473.51444	154807.8059	2
2521	27969.9766	126838.3273	1
2522	51227.25157	128216.2441	2
2523	60229.00235	132882.9817	2
2524	27151.51675	150080.0429	1
2525	69535.80581	116756.8626	2
2526	72372.041	116782.4179	2
2527	66617.29008	111643.7088	2
2528	65571.06425	137611.4952	2
2529	38074.28305	128632.6809	1
2530	64415.07614	137498.0993	2
2531	85810.56411	100697.7491	2
2532	75709.31652	126281.3994	2
2533	55827.18455	143148.8827	2
2534	25843.05436	126570.4148	1
2535	33271.81848	111008.5775	1
2536	68533.34963	129336.3409	2
2537	60463.87661	135539.9783	2
2538	29780.83709	140535.2637	1
2539	97323.04927	111529.3926	2
2540	94120.14567	142044.2536	2
2541	89022.49749	139693.8869	2
2542	36470.96393	141713.0136	1
2543	40507.82447	132147.5728	1
2544	57776.23094	152606.1402	2
2545	95705.3682	120292.5028	2
2546	62093.72632	134231.0869	2
2547	101857.7815	133669.6587	3
2548	48780.11054	119352.755	1
2549	40166.17858	156422.8005	1
2550	62143.63937	146400.7193	2
2551	39600.36904	119464.6541	1
2552	88560.41617	118164.2574	2
2553	80780.94889	122404.5015	2
2554	76838.02876	115651.6142	2
2555	66025.83896	115011.6372	2
2556	73276.48492	135672.3796	2
2557	65143.66197	162489.5985	2
2558	83686.17574	103125.2677	2
2559	63812.15318	165340.4135	2
2560	82242.07369	134198.3418	2
2561	44662.50495	134513.608	1
2562	94408.86898	131813.8809	2
2563	55330.92699	114509.4777	2
2564	58457.06333	130399.7323	2
2565	65932.05473	115839.7217	2
2566	72662.26276	141115.0614	2
2567	80830.22615	112880.5503	2
2568	95180.60262	134056.0089	2
2569	73136.89115	111370.4418	2
2570	57400.79663	122204.6423	2
2571	69844.79994	129519.7596	2
2572	67840.1403	144155.0538	2
2573	72773.83112	128662.4111	2
2574	85110.664	118776.6885	2
2575	72678.10161	100818.7981	2
2576	71845.74014	114443.8027	2
2577	42288.83842	105537.3846	1
2578	70963.42603	146995.7019	2
2579	83699.6373	146322.6723	2
2580	95979.0261	108306.0182	2
2581	74391.94912	111065.9828	2
2582	60969.76348	170121.4021	2
2583	76310.26753	137509.3444	2
2584	87288.61824	94710.06085	2
2585	94351.21451	109275.168	2
2586	53942.18004	129932.5476	2
2587	96672.49467	116789.4299	2
2588	95447.72732	125344.6116	2
2589	26211.01597	114741.7963	1
2590	71776.08259	125997.2697	2
2591	60554.26239	118943.4963	2
2592	73478.35349	156613.6645	2
2593	96256.28893	122784.5077	2
2594	81509.97114	9667.263789	2
2595	23234.6921	92507.53792	1
2596	116938.1891	19834.68419	3
2597	78220.12375	79040.03333	2
2598	77927.5928	64669.87576	2
2599	8793.874339	68491.87699	1
2600	27001.97047	153771.1616	1
2601	61936.56452	162469.6451	2
2602	94959.96088	83337.88667	2
2603	87992.41888	3723.521207	2
2604	31764.90248	46038.03053	1
2605	51997.74138	7556.724841	2
2606	74255.63224	33094.86935	2
2607	36056.80924	46870.97202	1
2608	58369.49016	68628.0264	2
2609	38079.19119	148011.4248	1
2610	68559.89253	55721.28792	2
2611	86221.45457	26134.06297	2
2612	58449.41908	51961.19477	2
2613	52108.08332	17612.78341	2
2614	35745.19311	33792.11256	1
2615	67782.76717	101537.4103	2
2616	62744.11541	55072.70495	2
2617	67049.62548	58669.40948	2
2618	92714.11082	62632.31765	2
2619	11840.93048	59319.93561	1
2620	29390.9419	27678.65166	1
2621	41786.76756	1002.034931	1
2622	73082.5005	36861.76373	2
2623	38072.55652	28498.7354	1
2624	50649.63966	72443.12196	2
2625	69809.95951	116438.9689	2
2626	48512.84928	67154.87235	1
2627	45938.68936	91501.25397	1
2628	52592.07735	84532.33183	2
2629	57176.18868	107847.2916	2
2630	56880.55128	59852.2416	2
2631	79750.81845	98568.72706	2
2632	42560.49119	81947.09146	1
2633	57430.14001	53941.89263	2
2634	72969.29438	30340.82135	2
2635	58543.31204	23936.74001	2
2636	64615.03309	6551.511756	2
2637	98630.21491	51636.1681	2
2638	83759.90384	152938.2359	2
2639	65946.77018	107825.3913	2
2640	49211.77907	3972.417965	1
2641	118268.2665	33227.06495	3
2642	14938.41132	102489.5528	1
2643	51232.49669	87141.5603	2
2644	70540.20777	64709.30023	2
2645	88307.34233	42639.55484	2
2646	74994.43806	54107.31538	2
2647	24849.78739	88377.13804	1
2648	56075.96417	31194.05292	2
2649	33993.02517	79805.12698	1
2650	80386.40706	64882.39184	2
2651	56137.7499	20506.8582	2
2652	52882.12196	103892.0256	2
2653	119952.759	39945.85962	3
2654	104315.5092	79581.82395	3
2655	88755.9333	53425.18939	2
2656	103500.8064	58128.87181	3
2657	76111.4348	23711.8641	2
2658	50060.38044	89469.59034	2
2659	88836.01977	76322.67934	2
2660	42899.66935	53910.92726	1
2661	103220.1894	45863.45148	3
2662	91895.26049	40213.50633	2
2663	51008.96264	164307.0685	2
2664	36490.37347	30260.35138	1
2665	76615.6956	80073.65023	2
2666	54987.0612	22322.8856	2
2667	94757.24908	24853.27097	2
2668	30216.9626	14909.23142	1
2669	70939.93408	98490.41827	2
2670	63480.20021	86426.7668	2
2671	81855.86939	82858.92304	2
2672	58246.09558	7465.474043	2
2673	61938.92961	126992.9596	2
2674	58630.69959	96426.71197	2
2675	42679.3704	133252.3755	1
2676	52168.78271	51375.80576	2
2677	35044.57934	80233.25952	1
2678	90174.26031	112606.4581	2
2679	97028.91389	31461.94726	2
2680	83332.59113	91810.58366	2
2681	45630.79844	36166.45965	1
2682	22311.94403	49018.10988	1
2683	26907.93144	94597.29499	1
2684	64726.01005	59841.27461	2
2685	59758.26834	133760.467	2
2686	99382.11468	52363.59866	2
2687	75053.86781	50593.06118	2
2688	30836.1133	74804.97522	1
2689	65659.69702	86516.9072	2
2690	94302.2056	106433.0702	2
2691	50100.4186	14046.36885	2
2692	64606.07773	31466.89599	2
2693	90557.40497	86995.1324	2
2694	80107.41178	49185.49603	2
2695	100839.4179	84006.90527	3
2696	92933.37377	36809.01917	2
2697	43744.05385	109672.1541	1
2698	87967.20229	103378.0053	2
2699	27708.15861	27964.92907	1
2700	24208.04198	75103.68081	1
2701	110873.0294	42390.4016	3
2702	82710.63024	88554.99916	2
2703	78127.61272	109201.4195	2
2704	98557.62633	107454.9169	2
2705	83023.85947	98676.48209	2
2706	64479.2889	143222.7608	2
2707	39784.46097	141641.3121	1
2708	90510.22621	139317.2507	2
2709	25229.29298	120458.7305	1
2710	79191.56517	106111.0535	2
2711	52018.80514	143079.4581	2
2712	67072.00173	145032.4171	2
2713	105048.2846	146336.6688	3
2714	47126.26176	117564.7993	1
2715	61322.81571	142580.0258	2
2716	49716.99552	118600.7446	1
2717	76013.38543	144188.8671	2
2718	66706.77593	111230.0718	2
2719	51002.40717	140453.4268	2
2720	108208.9233	130480.4527	3
2721	94561.60386	137645.5651	2
2722	71394.35276	141010.8455	2
2723	113259.327	134013.4595	3
2724	74619.02053	117428.908	2
2725	80943.85756	107401.5211	2
2726	84116.62689	108158.7768	2
2727	68331.476	138085.5606	2
2728	58842.26439	142407.1699	2
2729	61755.81107	122979.3504	2
2730	73687.98175	132070.1919	2
2731	53707.21495	123523.0849	2
2732	57618.06239	165244.6773	2
2733	92214.88237	123144.2919	2
2734	68217.24991	123727.6107	2
2735	75780.54961	137772.5651	2
2736	74444.56837	108464.9715	2
2737	66823.17496	142729.6962	2
2738	82395.2028	107715.0935	2
2739	83114.55184	112438.3195	2
2740	78346.39824	137594.4072	2
2741	81564.24892	134872.7358	2
2742	73761.50169	111754.9094	2
2743	84583.71351	148804.9608	2
2744	63544.38913	151795.1337	2
2745	98075.57782	96973.12825	2
2746	76037.81022	125666.851	2
2747	87187.70592	123149.7364	2
2748	55484.69135	138211.7682	2
2749	42485.62552	125488.1675	1
2750	90227.92697	99659.88656	2
2751	63491.34542	127989.6018	2
2752	23203.84227	129748.7123	1
2753	31103.45785	147814.8063	1
2754	43014.82604	137644.9378	1
2755	62960.38107	143021.6713	2
2756	72317.03556	143459.0698	2
2757	56459.32955	126624.3452	2
2758	65162.19572	101282.5802	2
2759	80086.83826	141622.8785	2
2760	54566.70236	148198.0089	2
2761	59149.39	147013.353	2
2762	102093.387	111462.9805	3
2763	62307.01139	99163.26174	2
2764	65342.7875	110464.269	2
2765	99619.84886	118629.6591	2
2766	51619.72319	128532.5093	2
2767	68413.58906	138979.8413	2
2768	72951.69112	101391.2381	2
2769	101899.1422	109874.2457	3
2770	26364.43595	113236.0551	1
2771	78621.81322	124500.8122	2
2772	90572.94164	112897.5465	2
2773	60865.19449	120795.3169	2
2774	85958.7823	119676.4463	2
2775	55370.09523	104039.4493	2
2776	30852.91222	145850.202	1
2777	65914.06189	111642.2947	2
2778	42051.79607	96760.24877	1
2779	108126.4804	113069.9673	3
2780	69244.89093	102041.807	2
2781	79322.79523	101434.4506	2
2782	46584.78248	95721.36701	1
2783	65363.50993	151515.0229	2
2784	48453.12177	159844.095	1
2785	90977.10197	139709.4515	2
2786	67527.92324	115672.5263	2
2787	85494.7164	122435.9361	2
2788	52416.92175	153156.0788	2
